,ID,Name,Pseudonyms,Link,Picture,Lived in,Born,Died,Jobs
248,1539,Jackeydawra Melford,Mrs. Wallace Colgate|Alice Bradshaw Jackeydora Melford,https://wfpp.columbia.edu/person/jackeydawra-melford/,https://wfpp.columbia.edu/wp-content/uploads/2016/11/WFP2-MELF01.jpg,England,1888,1984,producer
249,1543,Jessica Elvira Borthwick,Jessie Borthwick|Nell Foy,https://wfpp.columbia.edu/person/jessica-elvira-borthwick/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/WFP2-BORT03-featured-image-e1510932477927.jpg,England,1888,1946,lecturer
250,1543,Jessica Elvira Borthwick,Jessie Borthwick|Nell Foy,https://wfpp.columbia.edu/person/jessica-elvira-borthwick/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/WFP2-BORT03-featured-image-e1510932477927.jpg,England,1888,1946,cinematographer
251,1543,Jessica Elvira Borthwick,Jessie Borthwick|Nell Foy,https://wfpp.columbia.edu/person/jessica-elvira-borthwick/,https://wfpp.columbia.edu/wp-content/uploads/2013/09/WFP2-BORT03-featured-image-e1510932477927.jpg,England,1888,1946,visual artist
252,1555,Laura Bayley,Laura Eugenia Bayley|L.E.S|Laura Eugenia Smith|Mrs. George Albert Smith,https://wfpp.columbia.edu/person/laura-bayley/,,England,1864,1938,accountant
253,1555,Laura Bayley,Laura Eugenia Bayley|L.E.S|Laura Eugenia Smith|Mrs. George Albert Smith,https://wfpp.columbia.edu/person/laura-bayley/,,England,1864,1938,cinematographer
254,1555,Laura Bayley,Laura Eugenia Bayley|L.E.S|Laura Eugenia Smith|Mrs. George Albert Smith,https://wfpp.columbia.edu/person/laura-bayley/,,England,1864,1938,actress
255,1555,Laura Bayley,Laura Eugenia Bayley|L.E.S|Laura Eugenia Smith|Mrs. George Albert Smith,https://wfpp.columbia.edu/person/laura-bayley/,,England,1864,1938,secretary
256,16586,Leila Lewis,Leila Stewart,https://wfpp.columbia.edu/person/leila-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2018/05/Leila-Stewart.-GettyImages-102578822_master.jpg,England,1893,1939,director
257,16586,Leila Lewis,Leila Stewart,https://wfpp.columbia.edu/person/leila-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2018/05/Leila-Stewart.-GettyImages-102578822_master.jpg,England,1893,1939,critic
258,16586,Leila Lewis,Leila Stewart,https://wfpp.columbia.edu/person/leila-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2018/05/Leila-Stewart.-GettyImages-102578822_master.jpg,England,1893,1939,writer
259,16586,Leila Lewis,Leila Stewart,https://wfpp.columbia.edu/person/leila-lewis/,https://wfpp.columbia.edu/wp-content/uploads/2018/05/Leila-Stewart.-GettyImages-102578822_master.jpg,England,1893,1939,manager
260,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,England,1879,1945,adapter
261,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,England,1879,1945,actress
262,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,England,1879,1945,editor
263,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,England,1879,1945,scenarist
264,12923,Lydia Hayward,Lydia Elizabeth Hayward|Lydia Elizabeth Forrest|Lydia Elizabeth Freshman,https://wfpp.columbia.edu/person/lydia-hayward/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP-HAY01-e1501872735855.jpg,England,1879,1945,writer
265,1573,Margaret Hepworth,Mrs. Hepworth|Margaret Hope McGuffie|Margarete McGuffie Hepworth,https://wfpp.columbia.edu/person/margaret-mcguffie-hepworth/,,England,1874,1917,business partner
266,1573,Margaret Hepworth,Mrs. Hepworth|Margaret Hope McGuffie|Margarete McGuffie Hepworth,https://wfpp.columbia.edu/person/margaret-mcguffie-hepworth/,,England,1874,1917,actress
267,1573,Margaret Hepworth,Mrs. Hepworth|Margaret Hope McGuffie|Margarete McGuffie Hepworth,https://wfpp.columbia.edu/person/margaret-mcguffie-hepworth/,,England,1874,1917,writer
268,12778,Marie Stopes,Marie Carmichael|Marie Carmichael Stopes|Marie Charlotte Carmichael Stopes,https://wfpp.columbia.edu/person/marie-stopes/,https://wfpp.columbia.edu/wp-content/uploads/2016/06/WFP2-STOP04-featured-image.jpg,England,1880,1958,consultant
269,12778,Marie Stopes,Marie Carmichael|Marie Carmichael Stopes|Marie Charlotte Carmichael Stopes,https://wfpp.columbia.edu/person/marie-stopes/,https://wfpp.columbia.edu/wp-content/uploads/2016/06/WFP2-STOP04-featured-image.jpg,England,1880,1958,writer
270,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,England,1882,1969,company director
271,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,England,1882,1969,actress
272,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,England,1882,1969,musician
273,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,England,1882,1969,producer
274,1598,Nell Emerald,Mrs. N. Beattie|Ellen Maud O’Shea,https://wfpp.columbia.edu/person/nell-emerald/,,England,1882,1969,writer
275,1450,Dorothy Farnum,Mrs. Maurice Barber,https://wfpp.columbia.edu/person/dorothy-farnum/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Farnum_FIG134B_WFP-FARN011-e1322805644298.jpg,England|France|United States,1896,1970,adapter
276,1450,Dorothy Farnum,Mrs. Maurice Barber,https://wfpp.columbia.edu/person/dorothy-farnum/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Farnum_FIG134B_WFP-FARN011-e1322805644298.jpg,England|France|United States,1896,1970,actress
277,1450,Dorothy Farnum,Mrs. Maurice Barber,https://wfpp.columbia.edu/person/dorothy-farnum/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Farnum_FIG134B_WFP-FARN011-e1322805644298.jpg,England|France|United States,1896,1970,writer
278,1575,Margaret Turnbull,,https://wfpp.columbia.edu/person/margaret-turnbull/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-TURNB01.jpg,England|France|United States,1872,1942,adapter
279,1575,Margaret Turnbull,,https://wfpp.columbia.edu/person/margaret-turnbull/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-TURNB01.jpg,England|France|United States,1872,1942,writer
280,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,England|France|United States,1888,1944,adapter
281,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,England|France|United States,1888,1944,film company managing director
282,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,England|France|United States,1888,1944,writer
283,1587,Mary Murillo,Mary O’Connor|Mary Velle,https://wfpp.columbia.edu/person/mary-murillo/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-MURI15.jpg,England|France|United States,1888,1944,actress
284,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,actress
285,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,writer
286,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,painter
287,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,producer
288,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,visual artist
289,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,director
290,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,England|France|United States,1844,1923,manager
291,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,cinematographer
292,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,carpenter
293,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,producer
294,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,executive
295,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,dressmaker
296,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,business partner
297,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,actress
298,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,laboratory worker
299,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,dressmaker
300,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,set decorator
301,1590,May Clark,Mabel Clark|May French|May Whitton|Mabel Louise Clark,https://wfpp.columbia.edu/person/may-clark/,,England|Ireland,1885,1971,cinematographer
302,20799,Dorothea Donn-Byrne,Dolly Byrne|Dolly Donn-Byrne|Dolly Donn Byrne|Dorothea Cadogan|Dorothea Donn Byrne|Dorothea Mary Cadogan|Dorothea Mary Elizabeth Antonia Cadogan|Dorothea Mary Elizabeth Cadogan Byrne|Dorothy Cadogan|Dorothy Craig|Dorothy Mary Cadogan|Mrs. Donn Byrne.,https://wfpp.columbia.edu/person/dorothea-donn-byrne/,https://wfpp.columbia.edu/wp-content/uploads/2020/01/Dorothea-featured-image.jpg,England|Ireland|United States,1888,1963,adapter
303,20799,Dorothea Donn-Byrne,Dolly Byrne|Dolly Donn-Byrne|Dolly Donn Byrne|Dorothea Cadogan|Dorothea Donn Byrne|Dorothea Mary Cadogan|Dorothea Mary Elizabeth Antonia Cadogan|Dorothea Mary Elizabeth Cadogan Byrne|Dorothy Cadogan|Dorothy Craig|Dorothy Mary Cadogan|Mrs. Donn Byrne.,https://wfpp.columbia.edu/person/dorothea-donn-byrne/,https://wfpp.columbia.edu/wp-content/uploads/2020/01/Dorothea-featured-image.jpg,England|Ireland|United States,1888,1963,writer
304,20799,Dorothea Donn-Byrne,Dolly Byrne|Dolly Donn-Byrne|Dolly Donn Byrne|Dorothea Cadogan|Dorothea Donn Byrne|Dorothea Mary Cadogan|Dorothea Mary Elizabeth Antonia Cadogan|Dorothea Mary Elizabeth Cadogan Byrne|Dorothy Cadogan|Dorothy Craig|Dorothy Mary Cadogan|Mrs. Donn Byrne.,https://wfpp.columbia.edu/person/dorothea-donn-byrne/,https://wfpp.columbia.edu/wp-content/uploads/2020/01/Dorothea-featured-image.jpg,England|Ireland|United States,1888,1963,actress
305,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,England|United States,1899,1982,director
306,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,England|United States,1899,1982,continuity
307,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,England|United States,1899,1982,editor
308,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,England|United States,1899,1982,actress
309,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,England|United States,1899,1982,writer
310,11009,Alma Reville,Mrs. Alfred Hitchcock,https://wfpp.columbia.edu/person/alma-reville/,https://wfpp.columbia.edu/wp-content/uploads/2016/04/Alma-Reville-featured-image-e1461941199404.jpg,England|United States,1899,1982,director
311,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,adapter
312,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,consultant
313,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,director
314,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,extra
315,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,film company owner
316,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,writer
317,1459,Elinor Glyn,Elinor Sutherland|Madame Glyn,https://wfpp.columbia.edu/person/elinor-glyn/,https://wfpp.columbia.edu/wp-content/uploads/Glyn_CCP_FIG141_WFP-GLY021.jpg,England|United States,1864,1943,producer
318,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,accountant
319,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,director
320,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,actress
321,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,film company owner
322,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,musician
323,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,producer
324,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,writer
325,1497,Florence Turner,The Vitagraph Girl,https://wfpp.columbia.edu/person/florence-turner/,https://wfpp.columbia.edu/wp-content/uploads/Turner_CCP_FIG239_WFP-TURNE011.jpg,England|United States,1887,1946,dressmaker
326,11517,Iris Barry,,https://wfpp.columbia.edu/person/iris-barry/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP-BARRY02-featured-image.jpg,England|United States,1895,1969,critic
327,11517,Iris Barry,,https://wfpp.columbia.edu/person/iris-barry/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP-BARRY02-featured-image.jpg,England|United States,1895,1969,film curator
328,11517,Iris Barry,,https://wfpp.columbia.edu/person/iris-barry/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP-BARRY02-featured-image.jpg,England|United States,1895,1969,writer
329,11517,Iris Barry,,https://wfpp.columbia.edu/person/iris-barry/,https://wfpp.columbia.edu/wp-content/uploads/2015/10/WFP-BARRY02-featured-image.jpg,England|United States,1895,1969,preservationist
330,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,England|United States,1872,1959,guild shareholder
331,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,England|United States,1872,1959,manager
332,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,England|United States,1872,1959,reader
333,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,England|United States,1872,1959,writer
334,14244,Mary O'Connor,Mary Hamilton O’Connor,https://wfpp.columbia.edu/person/mary-oconnor/,https://wfpp.columbia.edu/wp-content/uploads/2017/05/WFP-OCONN01.jpg,England|United States,1872,1959,editor
335,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,England|United States,1881,1930,dressmaker
336,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,England|United States,1881,1930,director
337,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,England|United States,1881,1930,actress
338,1604,Paula Blackton,Mrs. J. Stuart Blackton|Paula Dean|Paula Hilburn,https://wfpp.columbia.edu/person/paula-blackton/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Blackton_FIGX_WFP-BLAP021.jpg,England|United States,1881,1930,writer
339,17526,Aili Kari,Aili Lucina Kari,https://wfpp.columbia.edu/person/aili-kari/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-KAR01-featured-image.jpg,Finland,1899,1994,accountant
340,17526,Aili Kari,Aili Lucina Kari,https://wfpp.columbia.edu/person/aili-kari/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-KAR01-featured-image.jpg,Finland,1899,1994,actress
341,17526,Aili Kari,Aili Lucina Kari,https://wfpp.columbia.edu/person/aili-kari/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-KAR01-featured-image.jpg,Finland,1899,1994,manager
342,17526,Aili Kari,Aili Lucina Kari,https://wfpp.columbia.edu/person/aili-kari/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-KAR01-featured-image.jpg,Finland,1899,1994,secretary
343,12583,Gerda Hintze,Gerda Amanda Hintze,https://wfpp.columbia.edu/person/gerda-hintze/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-HIN01-featured-image-e1463064465753.jpg,Finland,1905,1977,writer
344,10807,Jenny Strömberg,Johanna Strömberg|Johanna Charlotta Erling,https://wfpp.columbia.edu/person/jenny-stromberg/,,Finland,1858,Unknown,society matron
345,14166,Katri Viita,Karin Elisabet Viitainoja|Karin Elisabet Kaarna|Kaarina Kaarna|Kaarina Koskenvoima|Tuulikki Kallio|Kleopatra|Kaisu Vaara|Irja Vuosalo,https://wfpp.columbia.edu/person/katri-viita/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-VII01.jpg,Finland,1898,1972,writer
346,14166,Katri Viita,Karin Elisabet Viitainoja|Karin Elisabet Kaarna|Kaarina Kaarna|Kaarina Koskenvoima|Tuulikki Kallio|Kleopatra|Kaisu Vaara|Irja Vuosalo,https://wfpp.columbia.edu/person/katri-viita/,https://wfpp.columbia.edu/wp-content/uploads/2016/05/WFP2-VII01.jpg,Finland,1898,1972,film company board member
347,21480,Berthe Thuillier,Marie-Berthe Thuillier|Berthe Thuillier|Mlle B.T.|Berthe Boutier|Veuve Beaupuy,https://wfpp.columbia.edu/person/berthe-thuillier/,,France,1867,1947,film colorist
348,21480,Berthe Thuillier,Marie-Berthe Thuillier|Berthe Thuillier|Mlle B.T.|Berthe Boutier|Veuve Beaupuy,https://wfpp.columbia.edu/person/berthe-thuillier/,,France,1867,1947,visual artist
349,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,France,1873,1957,musician
350,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,France,1873,1957,actress
351,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,France,1873,1957,critic
352,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,France,1873,1957,pantomime
353,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,France,1873,1957,scenarist
354,14923,Christiane Mendelys,Christiane Wague|Clotilde Marigaux|Christiane Mandelys|Christiane Mendelyes|“Le Rat du Moulin”,https://wfpp.columbia.edu/person/christiane-mendelys/,https://wfpp.columbia.edu/wp-content/uploads/2017/08/WFP2-MEND09-featured-image.jpg,France,1873,1957,writer
355,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,
356,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,director
357,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,filmmaker
358,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,extra
359,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,actress
360,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,critic
361,14097,Eliane Tayar,,https://wfpp.columbia.edu/person/eliane-tayar/,https://wfpp.columbia.edu/wp-content/uploads/2017/04/WFP2-TAY01.jpg,France,1904,1986,writer
362,21479,Élisabeth Thuillier,Élisabeth Aléné|Veuve Thuillier,https://wfpp.columbia.edu/person/elisabeth-thuillier/,,France,1841,1907,film colorist
363,12350,Georgette Méliès,Mademoiselle Méliès|Madame Méliès-Fix|Georgette Fontaine,https://wfpp.columbia.edu/person/georgette-melies/,https://wfpp.columbia.edu/wp-content/uploads/2016/10/WFP2-MELI01.jpg,France,1888,1930,cinematographer
364,12350,Georgette Méliès,Mademoiselle Méliès|Madame Méliès-Fix|Georgette Fontaine,https://wfpp.columbia.edu/person/georgette-melies/,https://wfpp.columbia.edu/wp-content/uploads/2016/10/WFP2-MELI01.jpg,France,1888,1930,actress
365,12350,Georgette Méliès,Mademoiselle Méliès|Madame Méliès-Fix|Georgette Fontaine,https://wfpp.columbia.edu/person/georgette-melies/,https://wfpp.columbia.edu/wp-content/uploads/2016/10/WFP2-MELI01.jpg,France,1888,1930,projectionist
366,12350,Georgette Méliès,Mademoiselle Méliès|Madame Méliès-Fix|Georgette Fontaine,https://wfpp.columbia.edu/person/georgette-melies/,https://wfpp.columbia.edu/wp-content/uploads/2016/10/WFP2-MELI01.jpg,France,1888,1930,manager
